student_id,attendance,study_hours,previous_score,assignments,sleep_hours,screen_time,engagement,risk_level
833,71.9,3.5,94.2,84.5,7.3,8.5,5.2,High
834,68.2,3.2,84.8,62.1,8.4,3.1,2.9,High
835,68.4,5.4,84.7,92.8,7.4,5.4,1.2,Medium
836,81.2,4.9,63.7,61.3,8.1,6.3,10.0,Medium
837,75.7,3.2,94.4,66.9,6.4,1.7,7.3,Medium
838,85.3,6.5,71.1,80.7,7.7,5.1,8.9,Low
839,88.2,5.2,60.5,84.8,6.3,3.9,5.1,Medium
840,100.0,2.9,77.3,82.8,8.1,4.1,6.7,Medium
841,75.6,0.5,57.3,93.8,6.0,4.4,10.0,Medium
842,66.4,3.8,64.5,40.0,6.0,1.6,7.6,Medium
843,75.0,0.5,79.3,87.6,6.6,5.9,7.7,High
844,67.0,5.4,70.6,58.6,5.8,4.9,10.0,Medium
845,77.6,5.2,53.2,67.8,6.8,3.5,5.2,Medium
846,77.4,3.7,85.4,100.0,6.1,3.5,7.4,Medium
847,85.0,3.3,60.0,81.4,5.0,8.2,7.1,High
848,74.4,4.5,53.0,100.0,6.9,3.4,10.0,Low
849,90.4,4.4,74.1,66.7,6.6,3.8,7.1,Medium
850,91.1,8.8,37.6,100.0,8.2,4.2,5.6,Low
851,55.6,7.2,52.7,82.4,6.5,1.3,7.3,Low
852,83.8,2.9,80.0,100.0,7.6,5.0,5.0,Medium
853,65.5,4.0,69.0,72.2,6.8,8.7,7.6,High
854,66.3,2.4,43.7,55.8,7.7,3.7,5.1,High
855,85.1,5.9,73.2,71.8,7.0,1.8,2.8,Medium
856,68.3,3.2,56.5,69.2,6.4,1.9,6.3,Medium
857,82.0,3.8,79.5,77.0,7.5,3.5,7.3,Medium
858,86.2,0.9,83.0,63.8,7.8,1.0,5.6,Medium
859,57.6,4.5,70.5,78.5,7.0,1.9,9.1,Medium
860,61.9,4.1,57.1,62.4,5.3,6.2,8.0,High
861,78.9,4.5,54.6,70.2,5.9,4.4,7.3,Medium
862,75.0,5.6,76.2,84.9,9.4,1.6,4.0,Low
863,63.4,4.4,45.7,63.5,8.0,5.5,9.8,Medium
864,88.2,6.8,60.6,66.3,8.1,5.7,2.7,Medium
865,61.3,2.8,56.0,93.1,9.2,4.8,7.2,Medium
866,100.0,5.7,75.8,78.0,7.4,6.6,8.0,Low
867,79.0,4.0,71.6,45.4,7.6,4.4,7.1,Medium
868,64.1,5.7,70.6,71.9,7.4,2.7,3.6,Medium
869,83.4,0.5,76.3,100.0,7.4,5.7,9.8,Medium
870,90.5,9.4,55.8,66.5,7.6,1.3,6.5,Low
871,78.8,7.4,82.9,84.3,7.8,4.3,7.1,Low
872,87.1,6.8,57.9,79.2,6.9,4.7,8.8,Low
873,75.0,3.0,55.2,62.8,7.7,3.9,5.3,High
874,87.3,5.1,77.8,100.0,9.3,4.8,7.2,Low
875,91.4,7.4,63.0,52.4,8.0,4.6,7.7,Low
876,84.5,3.4,60.9,89.1,6.8,2.8,5.9,Medium
877,82.8,3.8,92.3,85.0,5.2,4.6,9.6,Low
878,100.0,3.9,68.3,50.3,7.7,5.1,7.1,Medium
879,65.0,6.4,93.6,93.7,7.4,4.1,8.3,Low
880,76.3,0.5,44.0,93.9,8.6,4.0,4.9,High
881,74.4,2.2,64.4,100.0,6.2,2.8,3.8,High
882,80.5,2.9,77.1,67.1,9.0,5.3,7.5,Medium
883,61.1,4.8,72.3,77.5,7.4,4.4,4.2,Medium
884,49.1,2.6,82.2,84.8,8.4,4.8,7.0,Medium
885,78.2,1.4,70.5,61.6,6.3,2.4,6.4,High
886,89.0,6.4,54.4,75.9,6.9,1.0,8.4,Low
887,70.2,6.0,56.9,84.4,8.5,4.7,7.6,Medium
888,70.2,4.2,52.3,88.8,8.4,3.3,6.6,Medium
889,70.0,2.2,60.8,52.8,4.7,4.7,4.5,High
890,77.5,0.5,69.2,60.9,6.2,5.8,6.3,High
891,81.6,4.9,74.7,59.3,7.0,3.8,7.9,Medium
892,71.1,6.3,75.4,62.7,7.9,3.5,5.2,Medium
893,68.4,2.7,72.4,68.9,6.6,5.7,8.3,Medium
894,79.3,0.9,74.8,40.7,5.9,3.9,9.6,High
895,48.2,1.7,58.0,83.1,5.0,2.8,8.9,High
896,88.6,3.6,82.2,73.4,5.9,2.9,5.2,Medium
897,65.1,5.7,82.1,49.0,7.8,2.3,6.4,Medium
898,81.6,6.8,67.7,76.0,9.0,7.1,8.6,Low
899,87.0,5.8,90.9,83.8,6.2,4.4,7.3,Low
900,61.3,3.6,92.0,53.8,7.6,4.8,8.4,Medium
901,68.7,3.2,68.7,61.9,8.9,4.5,8.2,Medium
902,66.0,6.0,98.0,71.1,5.7,6.2,5.6,Medium
903,62.5,2.5,51.5,80.4,6.0,2.6,5.8,High
904,83.1,6.6,85.3,66.7,8.2,2.8,9.9,Low
905,85.4,5.3,45.8,87.6,6.4,3.1,4.9,Medium
906,70.7,5.8,74.0,72.8,9.2,2.0,7.1,Low
907,62.1,5.9,76.0,74.2,7.6,5.3,7.5,Medium
908,61.4,6.6,92.5,90.0,6.7,7.7,7.0,Medium
909,92.1,6.2,88.2,46.5,6.0,5.1,6.0,Medium
910,73.6,7.8,60.1,76.9,7.5,3.8,1.9,Medium
911,55.7,4.3,98.0,60.5,7.0,7.9,6.6,High
912,84.1,5.4,56.3,58.3,6.4,4.2,5.0,Medium
913,72.1,5.3,84.8,100.0,6.1,4.7,4.5,Medium
914,70.6,1.4,92.2,65.2,8.2,2.3,1.8,High
915,98.5,1.6,53.5,91.2,7.1,3.9,9.2,Medium
916,74.6,6.4,50.7,94.8,6.3,4.5,5.1,Medium
917,68.2,4.2,80.8,68.1,7.2,3.4,9.1,Medium
918,60.4,1.4,87.8,37.4,9.1,4.2,7.4,High
919,81.9,3.5,75.2,100.0,8.5,2.9,9.0,Low
920,63.9,4.4,70.0,91.9,5.3,6.1,5.7,Medium
921,58.3,6.8,62.2,39.9,8.0,1.2,5.7,Medium
922,64.5,3.2,83.2,82.2,5.2,3.8,6.6,Medium
923,94.3,5.7,51.1,51.3,7.8,5.6,5.3,Medium
924,70.5,5.8,72.1,29.9,6.7,5.7,3.5,High
925,88.4,2.3,71.3,58.5,5.1,4.6,6.3,High
926,96.3,6.5,45.8,77.2,8.2,5.7,10.0,Low
927,100.0,3.4,73.4,100.0,8.5,3.0,3.5,Medium
928,59.3,6.1,66.5,69.1,6.3,2.7,7.7,Medium
929,77.7,5.7,45.1,100.0,8.4,6.1,2.4,Medium
930,88.7,1.9,74.0,90.6,8.3,5.5,10.0,Medium
931,80.0,3.2,60.6,72.3,8.0,2.3,8.1,Medium
932,77.7,3.9,54.9,64.5,7.4,3.8,8.0,Medium
933,58.7,1.9,53.5,89.7,6.8,4.3,7.7,High
934,85.9,3.7,48.0,66.3,5.2,4.1,5.0,High
935,81.4,5.2,62.9,82.2,10.0,1.0,10.0,Low
936,66.3,2.1,54.5,83.7,7.3,3.1,5.3,High
937,68.9,6.0,85.6,67.9,6.2,3.5,1.9,Medium
938,77.3,5.6,62.8,63.9,8.3,4.8,7.3,Medium
939,84.0,5.1,86.4,50.1,7.0,1.0,5.7,Medium
940,100.0,2.2,52.6,70.8,8.0,5.4,5.4,Medium
941,98.4,4.7,83.9,97.5,5.8,1.5,7.6,Low
942,80.2,4.9,71.8,70.4,8.9,1.0,9.0,Low
943,81.1,4.5,54.4,91.7,5.6,4.4,8.8,Medium
944,58.1,5.4,72.4,78.8,6.4,5.3,8.6,Medium
945,74.4,9.0,52.1,61.1,8.4,3.8,4.6,Low
946,72.6,7.8,79.1,57.2,4.8,6.9,7.0,Medium
947,72.9,3.0,39.0,50.9,7.4,3.3,9.8,Medium
948,89.0,3.6,55.0,92.6,6.6,9.0,6.7,Medium
949,61.6,0.7,57.7,95.1,6.7,1.0,5.2,High
950,74.5,7.5,74.1,69.6,7.4,8.2,8.6,Low
951,69.1,6.2,83.8,100.0,7.3,3.6,7.2,Low
952,72.3,5.1,56.7,72.4,5.3,5.7,8.1,Medium
953,58.2,6.3,60.2,94.6,8.2,6.2,7.7,Medium
954,65.5,0.6,69.9,51.6,7.2,1.5,8.1,High
955,84.2,2.2,54.5,78.8,8.1,4.6,5.1,High
956,79.9,4.3,60.5,49.5,7.0,2.7,6.2,Medium
957,53.8,6.5,60.1,73.3,8.8,7.0,7.8,Medium
958,65.7,4.6,72.2,76.3,7.2,5.7,7.8,Medium
959,92.6,6.4,58.3,66.9,7.0,4.9,5.5,Medium
960,77.9,4.1,60.5,78.6,8.1,7.4,8.5,Medium
961,73.3,7.3,48.0,78.6,6.3,3.2,10.0,Low
962,73.0,5.3,76.3,71.6,5.4,4.8,5.8,Medium
963,76.7,4.8,74.4,78.6,5.2,4.6,10.0,Medium
964,55.1,2.9,58.3,40.2,4.8,2.5,8.8,High
965,73.6,2.9,65.6,79.8,7.6,4.3,10.0,Medium
966,81.2,5.7,60.6,58.2,5.6,1.9,7.6,Medium
967,79.9,3.5,63.1,88.9,6.8,4.3,7.1,Medium
968,84.0,3.3,33.5,40.8,7.4,3.2,5.8,High
969,57.4,3.2,69.7,72.6,5.7,2.1,10.0,Medium
970,75.0,4.6,49.2,59.5,6.7,2.1,6.7,Medium
971,64.1,3.3,56.8,45.4,5.1,4.4,4.4,High
972,75.8,4.5,72.6,85.0,6.2,2.1,6.9,Medium
973,88.3,4.1,67.1,68.9,6.8,5.3,5.7,Medium
974,85.2,5.6,98.0,60.5,8.4,5.6,4.1,Medium
975,84.8,6.0,59.5,32.6,7.9,1.9,6.2,Medium
976,56.7,6.0,42.3,62.6,6.3,4.2,3.5,High
977,83.5,5.8,62.9,67.4,4.0,7.1,6.0,Medium
978,85.8,5.2,68.8,83.0,6.2,6.0,9.7,Low
979,80.4,4.5,81.7,78.6,6.6,3.6,6.8,Medium
980,87.1,3.8,79.1,100.0,7.7,4.1,7.6,Low
981,72.7,2.6,57.4,50.1,8.2,3.3,2.8,High
982,84.1,5.5,72.3,50.5,5.7,7.4,5.3,Medium
983,83.5,5.0,48.6,48.4,7.6,3.6,5.9,Medium
984,90.5,1.6,67.2,90.7,8.0,3.7,7.4,Medium
985,85.5,3.0,47.3,85.8,7.1,7.5,5.2,High
986,90.0,6.5,74.9,72.5,5.9,3.7,5.5,Low
987,78.3,2.7,71.4,100.0,5.9,5.2,2.7,High
988,84.0,5.3,55.2,80.8,7.1,7.5,6.7,Medium
989,82.7,4.5,52.3,100.0,7.2,4.8,6.7,Medium
990,60.4,2.1,44.5,93.1,7.6,3.6,3.6,High
991,68.0,4.6,50.7,86.0,6.0,3.7,6.3,Medium
992,51.7,6.4,68.6,36.5,6.5,3.6,4.4,Medium
993,82.2,7.2,72.9,49.4,6.2,1.0,6.9,Low
994,66.0,5.4,79.2,86.1,7.2,3.7,3.3,Medium
995,100.0,9.2,66.7,78.9,5.6,3.5,6.6,Low
996,70.9,8.3,72.4,62.1,6.5,4.6,3.3,Medium
997,83.8,4.7,80.6,77.7,6.2,3.0,9.3,Low
998,83.1,6.0,76.3,70.6,5.7,7.4,6.1,Medium
999,93.5,4.6,83.5,58.1,5.4,3.7,5.5,Medium
1000,85.9,5.5,46.3,60.1,5.3,2.9,6.3,Medium
1001,70.5,7.1,73.9,58.4,8.5,5.8,6.9,Medium
1002,73.6,8.7,79.2,54.8,7.2,2.7,8.3,Low
1003,65.7,3.5,59.4,79.7,5.7,4.2,2.2,High
1004,88.2,0.5,70.5,76.0,6.4,6.2,8.8,High
1005,90.9,7.1,72.6,65.9,7.3,6.2,6.4,Low
1006,49.2,1.4,93.2,58.8,6.3,5.9,8.3,High
1007,84.7,5.1,38.3,100.0,6.5,6.2,6.8,Medium
1008,71.6,4.3,65.6,98.4,5.4,4.9,10.0,Medium
1009,71.9,4.9,51.6,98.3,5.6,5.4,2.6,High
1010,67.7,5.2,52.4,67.9,5.4,4.4,4.1,High
1011,65.3,5.3,41.3,82.1,6.0,7.1,5.4,High
1012,67.4,5.0,82.0,33.0,6.2,6.5,4.4,High
1013,63.4,1.6,63.2,51.9,7.5,1.5,5.5,High
1014,75.7,3.6,64.7,56.6,5.9,6.4,7.3,High
1015,83.1,6.9,73.7,67.1,7.7,3.8,10.0,Low
1016,80.5,4.9,89.9,85.2,6.2,5.1,3.9,Medium
1017,75.0,5.2,70.0,69.4,5.9,4.9,7.6,Medium
1018,69.9,4.8,74.9,79.9,7.4,5.1,7.7,Medium
1019,86.7,5.7,60.9,77.4,6.2,3.1,7.2,Low
1020,78.7,3.4,75.8,59.9,7.6,1.8,9.1,Medium
1021,83.9,5.7,68.2,50.8,5.0,4.3,5.8,Medium
1022,81.9,6.9,73.8,56.6,7.8,3.1,7.3,Low
1023,85.2,3.8,88.4,66.5,7.0,6.5,6.9,Medium
1024,68.0,4.1,71.2,64.9,6.4,5.9,6.1,Medium
1025,98.9,4.5,53.7,68.1,8.1,3.2,8.7,Low
1026,78.1,5.6,57.8,72.5,7.0,6.1,5.6,Medium
1027,59.3,2.6,58.5,82.2,5.9,2.4,5.9,High
1028,77.8,4.6,50.0,67.0,8.1,4.9,7.3,Medium
1029,68.9,4.2,50.5,81.1,8.0,3.8,5.7,Medium
1030,68.0,4.6,91.3,60.5,7.3,5.8,6.3,Medium
1031,62.3,5.5,89.4,74.4,7.0,4.1,2.2,Medium
1032,81.8,3.8,55.2,91.7,5.9,4.4,4.0,Medium
1033,82.0,2.0,71.1,73.9,7.9,1.9,5.6,Medium
1034,68.1,6.2,43.8,65.7,7.6,4.5,3.4,Medium
1035,91.4,4.9,82.0,65.2,7.0,4.6,5.6,Medium
1036,100.0,4.3,72.7,61.7,6.3,3.9,5.1,Medium
1037,66.6,4.9,62.2,100.0,6.8,3.0,7.7,Medium
1038,99.0,1.6,85.2,55.1,6.4,1.7,5.6,Medium
1039,61.4,3.6,63.3,69.7,7.3,4.7,6.3,Medium
1040,93.6,5.1,84.9,74.1,6.2,1.8,1.0,Medium
1041,72.8,2.5,67.7,92.5,4.3,5.4,3.5,High
1042,55.8,9.3,78.6,25.0,8.6,3.8,9.5,Low
1043,66.9,5.2,69.6,38.9,7.2,5.6,4.6,High
1044,84.3,6.1,68.3,90.1,7.8,7.1,7.0,Medium
1045,90.5,4.5,77.5,77.5,7.5,5.5,5.9,Medium
1046,74.1,1.2,71.2,53.2,6.1,3.5,7.8,High
1047,84.9,5.7,65.5,76.5,5.9,7.0,9.7,Medium
1048,70.8,2.3,51.8,57.2,5.9,4.7,6.9,High
1049,88.2,5.2,71.0,67.2,8.9,7.1,4.9,Medium
1050,81.6,4.3,64.3,63.0,5.6,3.7,8.4,Medium
1051,94.5,6.7,70.0,93.5,6.9,4.0,3.8,Low
1052,92.2,6.8,54.7,51.9,9.4,4.6,4.3,Medium
1053,74.3,6.0,83.0,84.9,8.9,5.5,7.4,Low
1054,92.7,3.8,59.8,49.4,7.9,2.9,7.0,Medium
1055,79.2,4.1,62.3,87.9,8.9,3.4,4.9,Medium
1056,100.0,5.0,60.2,66.7,8.0,4.0,6.7,Medium
1057,62.5,3.2,83.6,78.7,8.2,1.1,5.3,Medium
1058,81.7,6.1,97.1,75.2,5.9,2.8,3.8,Medium
1059,94.1,4.5,59.0,90.4,8.6,3.6,5.5,Medium
1060,81.5,1.4,75.0,82.9,7.2,5.5,6.5,High
1061,80.1,7.6,69.6,98.0,8.0,3.7,6.4,Low
1062,69.9,7.2,98.0,67.9,7.4,5.1,6.7,Low
1063,76.0,6.1,47.5,58.0,7.3,4.3,6.9,Medium
1064,85.0,7.2,53.3,61.1,8.3,4.4,6.9,Low
1065,92.5,1.1,88.9,75.2,5.5,6.4,10.0,Medium
1066,96.1,4.3,77.8,80.6,5.4,8.8,4.5,High
1067,100.0,4.7,71.7,67.9,8.7,7.4,6.9,Medium
1068,70.5,3.4,77.4,36.4,5.1,4.2,7.1,High
1069,72.2,3.9,43.9,65.8,6.8,4.7,7.6,Medium
1070,54.6,7.9,38.4,80.3,6.5,6.0,7.6,Medium
1071,75.7,4.2,44.7,70.6,6.1,2.5,4.3,Medium
1072,78.1,4.0,80.2,63.3,5.2,2.8,6.6,Medium
1073,56.0,7.4,64.7,69.8,7.2,5.4,7.8,Medium
1074,68.9,3.4,95.5,38.2,5.8,2.6,8.3,Medium
1075,81.3,5.4,55.8,77.1,5.8,3.2,5.0,Medium
1076,69.3,2.8,70.9,76.7,6.0,3.4,7.3,Medium
1077,79.8,7.7,64.3,77.1,7.8,2.4,4.3,Low
1078,61.5,5.6,65.2,76.0,7.1,4.6,7.8,Medium
1079,73.1,6.3,76.5,49.8,6.7,7.0,10.0,Medium
1080,77.5,4.8,45.0,73.8,6.9,3.2,10.0,Low
1081,80.5,2.8,52.7,83.8,6.2,2.5,3.1,High
1082,76.4,6.0,79.4,75.8,9.0,2.1,6.9,Low
1083,82.5,1.5,65.3,54.5,7.3,2.7,7.8,Medium
1084,97.0,4.4,58.9,52.5,7.5,2.5,8.4,Low
1085,97.9,8.3,93.5,73.8,7.6,2.8,3.8,Low
1086,86.9,1.9,81.9,58.2,6.8,7.3,7.0,High
1087,84.1,4.3,80.0,67.8,5.9,2.4,3.4,Medium
1088,62.9,6.1,66.8,56.7,7.9,4.5,7.4,Medium
1089,66.1,3.9,72.9,67.7,8.2,5.6,9.5,Medium
1090,81.7,3.5,68.6,100.0,8.3,3.9,7.9,Medium
1091,75.5,4.2,83.8,78.8,8.1,7.3,5.5,Medium
1092,81.7,6.7,79.1,66.0,7.1,7.7,5.4,Medium
1093,83.6,5.8,47.9,82.4,5.4,4.6,9.0,Medium
1094,72.0,1.8,67.7,71.7,7.1,4.6,7.1,High
1095,60.4,6.9,37.7,66.3,8.0,2.8,3.6,Medium
1096,69.0,3.8,96.1,48.1,7.5,3.8,4.9,Medium
1097,61.4,2.4,72.8,82.8,8.6,2.5,2.3,High
1098,84.9,5.9,84.6,41.7,8.8,4.4,10.0,Low
1099,75.5,7.6,59.9,100.0,6.4,1.5,7.0,Low
1100,91.7,7.3,67.2,78.4,7.0,6.6,8.6,Low
1101,72.0,6.7,67.7,91.0,6.5,4.4,5.4,Medium
1102,59.2,2.4,83.7,81.9,6.1,5.1,6.6,High
1103,87.3,3.9,67.9,53.6,8.4,5.1,6.7,Medium
1104,100.0,7.2,88.0,77.3,6.4,5.0,6.6,Low
1105,73.9,7.2,63.6,76.1,7.2,1.5,7.6,Low
1106,87.3,4.9,71.6,66.9,6.3,3.1,2.9,Medium
1107,84.5,2.1,61.7,38.6,6.2,5.2,6.7,High
1108,78.4,5.3,44.3,86.0,6.5,4.3,7.4,Medium
1109,46.1,7.6,63.2,80.9,6.6,3.1,9.1,Low
1110,63.6,5.4,60.6,80.3,8.1,5.4,7.6,Medium
1111,70.8,4.3,72.7,91.3,7.6,3.9,6.9,Medium
1112,89.0,5.7,80.6,65.6,8.1,3.6,6.7,Low
1113,84.9,2.1,64.4,76.4,7.2,5.7,1.9,High
1114,58.0,6.8,78.4,100.0,6.9,6.4,10.0,Low
1115,50.6,1.5,61.0,49.3,8.8,3.7,5.1,High
1116,92.8,6.1,59.8,82.9,5.9,2.9,8.9,Low
1117,67.9,3.8,61.5,63.0,4.0,1.4,6.8,Medium
1118,94.5,6.2,60.7,70.0,5.0,3.7,6.0,Medium
1119,70.9,6.0,73.5,80.8,9.6,5.2,2.6,Medium
1120,61.2,4.7,55.5,68.0,8.7,4.3,4.1,Medium
1121,95.2,4.4,67.3,75.4,7.6,2.9,6.6,Low
1122,92.9,7.3,56.5,72.3,8.8,3.7,3.8,Low
1123,70.2,6.0,66.6,72.6,7.3,3.7,7.5,Medium
1124,93.9,5.7,75.3,90.0,7.9,6.2,2.5,Medium
1125,78.4,5.6,66.1,58.3,6.8,2.9,7.2,Medium
1126,86.1,4.3,82.9,63.6,6.3,4.3,5.7,Medium
1127,89.9,4.5,75.5,87.0,5.0,4.1,6.7,Medium
1128,55.8,4.9,65.3,48.9,8.6,4.4,2.0,High
1129,72.3,4.2,66.4,59.8,5.7,4.6,4.6,High
1130,89.6,5.8,71.3,62.9,7.1,4.3,6.8,Medium
1131,58.7,4.8,36.1,74.0,10.0,2.4,4.9,Medium
1132,88.0,3.1,53.6,68.2,7.2,5.8,5.6,High
1133,70.8,4.3,58.1,76.8,8.6,2.7,4.2,Medium
1134,77.2,3.6,48.0,50.7,4.8,4.1,5.0,High
1135,99.5,5.6,53.7,54.4,6.4,1.7,6.3,Low
1136,91.2,4.2,58.3,40.4,5.2,4.4,6.2,Medium
1137,80.3,1.9,80.2,64.0,4.8,2.2,5.2,High
1138,77.1,1.5,80.3,71.8,8.0,6.8,5.9,High
1139,70.4,6.0,43.7,89.3,6.9,3.4,4.2,Medium
1140,62.3,4.2,74.4,71.7,4.2,3.0,7.5,Medium
1141,100.0,4.5,73.3,72.1,6.5,2.1,4.7,Medium
1142,61.9,5.7,79.9,69.0,6.2,6.0,10.0,Medium
1143,57.0,5.9,69.9,77.1,7.8,7.0,6.2,Medium
1144,100.0,2.4,78.7,49.1,5.3,5.0,7.9,Medium
1145,71.1,5.9,57.8,89.8,5.2,4.6,7.1,Medium
1146,80.5,4.8,66.3,30.8,5.2,6.0,7.9,Medium
1147,94.3,4.9,91.6,69.8,8.2,3.4,5.4,Low
1148,88.9,1.9,89.3,100.0,7.0,6.7,5.4,Medium
1149,75.0,5.3,60.3,83.3,8.1,5.4,5.5,Medium
1150,59.7,5.6,63.0,46.1,5.6,3.7,9.5,Medium
1151,82.6,3.0,52.9,56.1,5.8,4.5,8.7,Medium
1152,100.0,8.3,61.2,87.0,7.1,7.3,7.5,Low
1153,72.1,6.7,56.9,61.9,6.6,3.7,2.3,Medium
1154,90.2,10.1,50.7,93.6,5.0,4.1,4.8,Low
1155,80.3,5.8,49.9,69.4,7.9,2.5,9.0,Low
1156,93.4,3.9,87.9,40.9,6.3,5.2,8.4,Medium
1157,91.2,6.8,68.6,83.0,7.0,1.6,8.3,Low
1158,84.8,4.5,59.9,100.0,5.9,4.3,5.1,Medium
1159,77.3,7.1,73.7,67.1,8.0,5.9,6.4,Medium
1160,72.8,3.3,41.5,96.8,6.1,2.1,4.8,Medium
1161,64.3,7.0,66.8,56.4,6.0,2.4,8.7,Low
1162,60.9,5.0,74.8,77.9,7.3,3.9,1.8,High
1163,77.8,3.8,49.5,95.2,8.5,3.5,7.2,Medium
1164,78.0,1.0,62.0,85.9,6.9,2.4,8.8,Medium
1165,82.2,2.5,60.0,65.2,5.8,5.6,5.4,High
1166,79.6,8.4,58.6,54.4,7.0,3.4,5.8,Low
1167,67.1,1.7,62.5,51.3,5.7,9.3,10.0,High
1168,100.0,4.2,52.6,80.9,5.8,3.7,4.6,Medium
1169,88.7,4.6,72.5,62.3,6.8,1.0,6.3,Medium
1170,74.2,5.6,61.4,56.1,7.1,6.8,6.2,Medium
1171,99.4,0.5,55.9,67.7,5.4,1.0,6.6,Medium
1172,66.1,3.2,66.0,68.5,6.3,5.3,4.9,High
1173,91.6,7.2,45.8,58.0,8.1,1.9,5.3,Low
1174,79.9,6.8,84.4,69.7,7.6,4.8,9.8,Low
1175,77.9,4.5,65.2,51.3,5.4,1.0,9.4,Medium
1176,100.0,1.4,79.9,78.4,6.8,5.3,6.3,Medium
1177,100.0,6.6,57.0,54.6,8.7,3.7,6.1,Low
1178,79.8,4.9,84.2,56.9,4.2,3.2,4.9,Medium
1179,70.4,1.5,54.8,48.7,8.1,2.2,6.0,High
1180,95.2,4.1,73.2,88.1,7.7,3.2,4.4,Medium
1181,93.5,5.2,57.9,66.4,6.9,1.0,7.5,Low
1182,90.5,3.5,56.2,65.4,6.8,7.8,8.2,Medium
1183,80.2,3.6,69.1,69.1,5.6,3.4,7.4,Medium
1184,65.2,2.2,65.8,65.6,4.9,6.3,8.9,High
1185,100.0,3.9,76.0,91.6,7.7,6.3,6.8,Medium
1186,72.2,5.7,74.9,82.9,8.3,4.5,6.1,Medium
1187,92.1,4.5,56.5,87.2,4.4,6.2,8.2,Medium
1188,78.0,7.1,62.4,76.8,5.3,2.0,7.4,Low
1189,73.1,2.5,81.0,70.7,6.2,3.9,9.5,Medium
1190,90.9,4.9,77.0,62.7,9.2,6.6,5.8,Medium
1191,80.4,6.6,81.5,88.1,7.8,4.8,3.3,Medium
1192,95.6,4.1,71.4,71.6,8.3,3.4,4.2,Medium
1193,95.6,6.2,89.6,71.3,7.4,5.8,4.5,Medium
1194,59.4,3.2,59.1,100.0,10.0,3.8,6.7,Medium
1195,74.2,4.3,72.8,77.4,6.6,4.0,5.3,Medium
1196,69.2,4.0,77.7,79.8,6.4,5.9,6.6,Medium
1197,89.5,4.4,93.2,94.4,7.9,6.8,5.2,Medium
1198,98.9,2.4,69.1,62.2,4.7,1.9,5.6,Medium
1199,83.8,4.1,81.1,66.8,5.9,6.6,8.9,Medium
1200,75.0,1.6,52.7,63.7,7.1,6.4,6.6,High
